"CNPJ_Companhia","Data_Referencia","Versao","ID_Documento","Data_Inicio_Exercicio_Social","Data_Fim_Exercicio_Social","Total_Remuneracao","Orgao_Administracao","Numero_Membros","Total_Remuneracao_Orgao","Numero_Membros_Remunerados","Salario","Beneficios_Diretos_Indiretos","Participacoes_Comites","Outros_Valores_Fixos","Descricao_Outros_Remuneracoes_Fixas","Bonus","Participacao_Resultados","Participacao_Reunioes","Outros_Valores_Variaveis","Comissoes","Descricao_Outros_Remuneracoes_Variaveis","Pos_emprego","Cessacao_Cargo","Baseada_Acoes","Observacao"
"19.378.769/0001-76","2021-01-01",3,108347,"2020-12-01","2020-12-31",13364660.7,"Conselho Fiscal",3,432000,3,360000,0,0,72000,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,0,0,0,"",0,0,0,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2020 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 2/2020 de 28 de fevereiro de 2020, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2019-12-01","2019-12-31",13859012.43,"Conselho de Administração",5,1728000,5,1440000,0,0,288000,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,0,0,0,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,0,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2019 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 3/2019 de 28 de fevereiro de 2019, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2019-12-01","2019-12-31",13859012.43,"Diretoria Estatutária",5,11698212.44,5,6169830,554075.35,0,1233966,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",933003.18,0,0,186600.64,0,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,2620737.27,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2019 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 3/2019 de 28 de fevereiro de 2019, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2019-12-01","2019-12-31",13859012.43,"Conselho Fiscal",3,432799.99,3,360666.66,0,0,72133.33,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,0,0,0,"",0,0,0,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2019 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 3/2019 de 28 de fevereiro de 2019, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2018-12-01","2018-12-31",11823820.99,"Conselho de Administração",5,1728000,5,1440000,0,0,288000,"Encargos Sociais de responsabilidade da Companhia - INSS",0,0,0,0,0,"",0,0,0,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2018 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 2/2018 de 28 de fevereiro de 2018, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2018-12-01","2018-12-31",11823820.99,"Diretoria Estatutária",5,9807820.99,5,5975346,508926.4,0,1203181,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",765187.28,0,0,153037.46,0,"Encargos Sociais de responsabilidade da Companhia - INSS e FGTS",0,0,1202142.86,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2018 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 2/2018 de 28 de fevereiro de 2018, vigente à época."
"19.378.769/0001-76","2021-01-01",3,108347,"2018-12-01","2018-12-31",11823820.99,"Conselho Fiscal",1.75,288000,1.75,240000,0,0,48000,"Encargos Sociais de responsabilidade da Companhia - INSS",0,0,0,0,0,"",0,0,0,"Observação 1: Os números de membros (total e remunerado) correspondem à estimativa das médias anuais, considerando os números de membros apurados mensalmente, conforme disposto no Ofício Circular CVM/SEP 001/2021.Observação 2: Para a remuneração total referente ao exercício encerrado em 31 de dezembro de 2018 - Valores Anuais, os itens marcados como Outros acima incluem encargos sociais devidos pelo empregador, conforme orientações anteriormente contidas no Ofício Circular/CVM/SEP/Nº 2/2018 de 28 de fevereiro de 2018, vigente à época."
"19.403.252/0001-90","2021-01-01",6,108955,"2021-01-01","2021-12-31",9150487.42,"Conselho de Administração",4.16,2293139.64,2.75,1826500,101339.64,0,365300,"INSS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2021-01-01","2021-12-31",9150487.42,"Diretoria Estatutária",6,6857347.78,6,5506410,249655.78,0,1101282,"INSS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2021-01-01","2021-12-31",9150487.42,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2020-01-01","2020-12-31",4609793.27,"Conselho de Administração",1.25,655737.56,0.41,518297.5,33113.89,0,104326.17,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2020-01-01","2020-12-31",4609793.27,"Diretoria Estatutária",8.41,3954055.71,8.41,2946007.47,316015.21,0,692033.03,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2020-01-01","2020-12-31",4609793.27,"Conselho Fiscal",0,0,0,0,0,0,0,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2019-01-01","2019-12-31",3134610.35,"Conselho de Administração",0,0,0,0,0,0,0,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2019-01-01","2019-12-31",3134610.35,"Diretoria Estatutária",10,3134610.35,10,2192939.96,327647.2,0,614023.19,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N° 02/2020 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2019-01-01","2019-12-31",3134610.35,"Conselho Fiscal",0,0,0,0,0,0,0,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2018-01-01","2018-12-31",3079149.66,"Conselho de Administração",0,0,0,0,0,0,0,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2018-01-01","2018-12-31",3079149.66,"Diretoria Estatutária",10,3079149.66,10,2167083.63,305282.61,0,606783.42,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.403.252/0001-90","2021-01-01",6,108955,"2018-01-01","2018-12-31",3079149.66,"Conselho Fiscal",0,0,0,0,0,0,0,"INSS e FGTS",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.521.322/0001-04","2021-01-01",2,106085,"2020-01-01","2020-12-31",4129752.65,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Não houve remuneração de membros do Conselho Administração da Companhia relativa ao exercicio social de 2020."
"19.521.322/0001-04","2021-01-01",2,106085,"2020-01-01","2020-12-31",4129752.65,"Diretoria Estatutária",4,4129752.65,0,3231066.58,64360.45,0,720662.48,"O valor na linha outros refere-se à INSS - R$ 720.662,48",0,0,0,0,0,"",113663.14,0,0,""
"19.521.322/0001-04","2021-01-01",2,106085,"2019-01-01","2019-12-31",2222095.19,"Conselho de Administração",4,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Não houve remuneração de membros do Conselho Administração da Companhia relativa ao exercicio social de 2019."
"19.521.322/0001-04","2021-01-01",2,106085,"2019-01-01","2019-12-31",2222095.19,"Diretoria Estatutária",2,2222095.19,2,1867159.2,53918.51,0,253456.99,"O valor na linha outros refere-se à INSS R$ 253.456,99",0,0,0,0,0,"",47560.49,0,0,""
"19.521.322/0001-04","2021-01-01",2,106085,"2018-01-01","2018-12-31",2538092,"Conselho de Administração",4,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Não houve remuneração de membros do Conselho Administração da Companhia relativa ao exercicio social de 2018."
"19.521.322/0001-04","2021-01-01",2,106085,"2018-01-01","2018-12-31",2538092,"Diretoria Estatutária",2,2538092,2,1967092,75000,0,399000,"O valor na linha outros refere-se à INSS R$ 399.000,00",0,0,0,0,0,"",97000,0,0,"O número de membros foi calculado considerando a média anual do número de membros do órgão apurado mensalmente, nos termos do OFÍCIOCIRCULAR/CVM/SEP/N° 01/2018."
"19.526.748/0001-50","2021-01-01",1,104905,"2020-01-01","2020-12-31",1905628.84,"Conselho de Administração",4,391020.54,4,391020.54,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.526.748/0001-50","2021-01-01",1,104905,"2020-01-01","2020-12-31",1905628.84,"Diretoria Estatutária",3,1328987.8,3,1222985.28,106002.52,0,0,"",0,0,0,0,0,"",0,0,0,"Benefício se refere a Plano de saúde"
"19.526.748/0001-50","2021-01-01",1,104905,"2020-01-01","2020-12-31",1905628.84,"Conselho Fiscal",3,185620.5,3,185620.5,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.526.748/0001-50","2021-01-01",1,104905,"2019-01-01","2019-12-31",2288922.9,"Conselho de Administração",5,568619.4,5,568619.4,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.526.748/0001-50","2021-01-01",1,104905,"2019-01-01","2019-12-31",2288922.9,"Diretoria Estatutária",4,1571390.58,4,1466753.57,0,0,104637.01,"",0,0,0,0,0,"",0,0,0,""
"19.526.748/0001-50","2021-01-01",1,104905,"2019-01-01","2019-12-31",2288922.9,"Conselho Fiscal",3,148912.92,3,148912.92,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2020-01-01","2020-12-31",1548000,"Conselho de Administração",8,102000,4,102000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2020-01-01","2020-12-31",1548000,"Diretoria Estatutária",2,1293000,2,961000,332000,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2020-01-01","2020-12-31",1548000,"Conselho Fiscal",6,153000,3,153000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2019-01-01","2019-12-31",2270000,"Conselho de Administração",8,1e+05,4,1e+05,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2019-01-01","2019-12-31",2270000,"Diretoria Estatutária",2,2017000,2,1647000,370000,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2019-01-01","2019-12-31",2270000,"Conselho Fiscal",6,153000,3,153000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2018-01-01","2018-12-31",2990000,"Conselho de Administração",8,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2018-01-01","2018-12-31",2990000,"Diretoria Estatutária",4,2792000,4,2479000,313000,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.586/0001-75","2021-01-01",1,105339,"2018-01-01","2018-12-31",2990000,"Conselho Fiscal",6,198000,3,198000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.527.639/0001-58","2021-01-01",3,110897,"2021-01-01","2021-12-31",3371723.2,"Conselho de Administração",6,501490,5,358200,132510,0,0,"",0,0,0,0,0,"",10780,0,0,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2021-01-01","2021-12-31",3371723.2,"Diretoria Estatutária",7,2870233.2,7,1204493.65,175461.6,0,0,"",0,1022701.12,0,0,0,"",341573.6,0,126003.23,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2020-01-01","2020-12-31",3149320.13,"Conselho de Administração",6,516432.85,5,373140.21,132512.59,0,0,"",0,0,0,0,0,"",10780.05,0,0,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2020-01-01","2020-12-31",3149320.13,"Diretoria Estatutária",7,2632887.28,7,1017009.49,151264.04,0,0,"",0,658137.42,0,0,0,"",317885.54,0,488590.79,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2019-01-01","2019-12-31",2969901.12,"Conselho de Administração",6,531562,5,392684,127927.32,0,0,"",0,0,0,0,0,"",10950.68,0,0,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2019-01-01","2019-12-31",2969901.12,"Diretoria Estatutária",7,2438339.12,7,1077657,14040.13,0,0,"",0,964155.02,0,0,0,"",228343.87,0,154143.1,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) O Conselho de Administração não terá mais direito a Remuneração Variável."
"19.527.639/0001-58","2021-01-01",3,110897,"2018-01-01","2018-12-31",3285029,"Conselho de Administração",6,803274.58,5,379109.68,112701.11,0,0,"",0,301923.65,0,0,0,"",9540.14,0,0,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) Detalhamento do cálculo do número de membros está no item 13.16."
"19.527.639/0001-58","2021-01-01",3,110897,"2018-01-01","2018-12-31",3285029,"Diretoria Estatutária",6.67,2481754.42,6.67,990645.27,180591.69,0,0,"",0,1063621.6,0,0,0,"",246895.86,0,0,"(1) O número de membros de cada órgão (letra b) foi apurado da forma especificada no ofício Circular: CVM/SEP 01/21(2) Detalhamento do cálculo do número de membros está no item 13.16."
"19.642.306/0001-70","2021-01-01",1,105305,"2021-01-01","2021-12-31",989744.67,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no Ofício Circular/CVM/SEP/N° 1/2021, o número de membros deste órgão foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Não há remuneração para o Conselho de Administração."
"19.642.306/0001-70","2021-01-01",1,105305,"2021-01-01","2021-12-31",989744.67,"Diretoria Estatutária",2,916325.07,1,644039.67,72980.59,0,199304.81,"Reflete o valor de contribuição para seguridade social, em atendimento ao Ofício CVM/SEP/GEA-2/nº 119/2015",0,73419.6,0,0,0,"Reflete o valor de contribuição para seguridade social, em atendimento ao Ofício CVM/SEP/GEA-2/nº 119/2015",0,0,0,"Conforme disposto no Ofício Circular/CVM/SEP/N° 1/2021, o número de membros deste órgão foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Não há remuneração para o Conselho de Administração."
"19.642.306/0001-70","2021-01-01",1,105305,"2020-01-01","2020-12-31",1346979.8,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros deste órgão foi apurado da forma especificada no Ofício Circular CVM/SEP/Nº01/2021. Não há remuneração para o Conselho de Administração"
"19.642.306/0001-70","2021-01-01",1,105305,"2020-01-01","2020-12-31",1346979.8,"Diretoria Estatutária",2,962597.25,1,655991.41,87370.05,0,219235.79,"Reflete o valor de contribuição para seguridade social, em atendimento ao Ofício CVM/SEP/GEA-2/nº 119/2015",0,384382.55,0,0,0,"Reflete o valor de contribuição para seguridade social, em atendimento ao Ofício CVM/SEP/GEA-2/nº 119/2015",0,0,0,"O número de membros deste órgão foi apurado da forma especificada no Ofício Circular CVM/SEP/Nº01/2021. Não há remuneração para o Conselho de Administração"
"19.642.306/0001-70","2021-01-01",1,105305,"2019-01-01","2019-12-31",0,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.642.306/0001-70","2021-01-01",1,105305,"2019-01-01","2019-12-31",0,"Diretoria Estatutária",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.642.306/0001-70","2021-01-01",1,105305,"2018-01-01","2018-12-31",3972854,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.642.306/0001-70","2021-01-01",1,105305,"2018-01-01","2018-12-31",3972854,"Diretoria Estatutária",3,3972854,3,1919552,124557,0,541655,"",0,1387090,0,0,0,"",0,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2020-01-01","2020-12-31",1005612.62,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2020-01-01","2020-12-31",1005612.62,"Diretoria Estatutária",1,1005612.62,1,540000,113095.03,0,108000,"",181582.66,0,0,19734.93,0,"O Valor corresponde às contibuições para o INSS que são ônus da Companhia",43200,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2019-01-01","2019-12-31",1759697.01,"Conselho de Administração",2.75,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2019-01-01","2019-12-31",1759697.01,"Diretoria Estatutária",1.25,1759697.01,1.35,541173.34,101582.8,0,108234.67,"O valor corresponde às contribuições para o INSS que são ônus da Companhia",643758.5,0,0,128751.7,0,"O valor corresponde às contribuições para o INSS que são ônus da Companhia",28896,207300,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2019-01-01","2019-12-31",1759697.01,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2018-01-01","2018-12-31",1897698.72,"Conselho de Administração",5.75,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2018-01-01","2018-12-31",1897698.72,"Diretoria Estatutária",1.25,1897698.72,1.25,703778.52,98953.98,0,140719.8,"O valor corresponde às contribuições para o INSS que são ônus da Companhia",748298.46,0,0,0,149659.75,"O valor corresponde às contribuições para o INSS que são ônus da Companhia.",56287.92,0,0,""
"19.726.048/0001-00","2021-01-01",4,108650,"2018-01-01","2018-12-31",1897698.72,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"19.796.586/0001-70","2021-01-01",4,109113,"2021-01-01","2021-12-31",2145145.23,"Conselho de Administração",4.67,384000,1.33,336000,0,48000,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2021-01-01","2021-12-31",2145145.23,"Diretoria Estatutária",4.16,1809145.23,4.16,1593385.23,0,0,0,"0,00",0,215760,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2021-01-01","2021-12-31",2145145.23,"Conselho Fiscal",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2020-01-01","2020-12-31",107507.63,"Conselho de Administração",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2020-01-01","2020-12-31",107507.63,"Diretoria Estatutária",2.16,107507.63,2,107507.63,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2020-01-01","2020-12-31",107507.63,"Conselho Fiscal",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2019-01-01","2019-12-31",105951.55,"Conselho de Administração",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2019-01-01","2019-12-31",105951.55,"Diretoria Estatutária",2,105951.55,2,105951.55,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N° 01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
"19.796.586/0001-70","2021-01-01",4,109113,"2019-01-01","2019-12-31",105951.55,"Conselho Fiscal",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,"0,00",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N° 01/2021 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica outros se referem aos encargos incidentes sobre a remuneração."
