"CNPJ_CIA","DT_REFER","VERSAO","DENOM_CIA","CD_CVM","CATEG_DOC","ID_DOC","DT_RECEB","LINK_DOC"
"20.247.322/0001-47","2021-01-01",3,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",102958,"2021-04-19","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102958"
"20.247.322/0001-47","2021-01-01",4,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",104634,"2021-05-20","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104634"
"20.247.322/0001-47","2021-01-01",5,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",105849,"2021-06-09","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105849"
"20.247.322/0001-47","2021-01-01",6,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",106340,"2021-07-07","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106340"
"20.247.322/0001-47","2021-01-01",7,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",107221,"2021-08-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107221"
"20.247.322/0001-47","2021-01-01",8,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",107473,"2021-08-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107473"
"20.247.322/0001-47","2021-01-01",9,"ALLIED TECNOLOGIA S.A.",25330,"FRE NOVO",108588,"2021-09-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108588"
"20.258.278/0001-70","2021-01-01",1,"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.",23507,"FRE NOVO",102931,"2021-04-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102931"
"20.258.278/0001-70","2021-01-01",2,"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.",23507,"FRE NOVO",106708,"2021-07-27","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106708"
"20.258.278/0001-70","2021-01-01",3,"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.",23507,"FRE NOVO",108254,"2021-08-25","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108254"
"20.451.953/0001-83","2021-01-01",1,"BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A",23760,"FRE NOVO",103743,"2021-05-11","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103743"
"20.451.953/0001-83","2021-01-01",2,"BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A",23760,"FRE NOVO",106659,"2021-07-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106659"
"20.451.953/0001-83","2021-01-01",3,"BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A",23760,"FRE NOVO",106697,"2021-07-27","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106697"
"20.646.442/0001-17","2021-01-01",1,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.",24040,"FRE NOVO",104688,"2021-05-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104688"
"21.110.778/0001-23","2021-01-01",1,"OLIVEIRA TRUST S.A.",26417,"FRE NOVO",107278,"2021-08-05","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107278"
"21.110.778/0001-23","2021-01-01",2,"OLIVEIRA TRUST S.A.",26417,"FRE NOVO",110513,"2021-11-30","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110513"
"21.240.146/0001-84","2021-01-01",1,"AGROGALAXY PARTICIPAÇÕES S.A.",25658,"FRE NOVO",105426,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105426"
"21.240.146/0001-84","2021-01-01",2,"AGROGALAXY PARTICIPAÇÕES S.A.",25658,"FRE NOVO",106511,"2021-07-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106511"
"21.240.146/0001-84","2021-01-01",3,"AGROGALAXY PARTICIPAÇÕES S.A.",25658,"FRE NOVO",106526,"2021-07-19","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106526"
"21.240.146/0001-84","2021-01-01",4,"AGROGALAXY PARTICIPAÇÕES S.A.",25658,"FRE NOVO",106592,"2021-07-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106592"
"21.240.146/0001-84","2021-01-01",5,"AGROGALAXY PARTICIPAÇÕES S.A.",25658,"FRE NOVO",106642,"2021-07-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106642"
"21.254.073/0001-80","2021-01-01",1,"COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES",3450,"FRE NOVO",110887,"2021-12-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110887"
"21.255.567/0001-89","2021-01-01",1,"CIA TECIDOS SANTANENSE",4081,"FRE NOVO",104767,"2021-05-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104767"
"21.255.567/0001-89","2021-01-01",2,"CIA TECIDOS SANTANENSE",4081,"FRE NOVO",110569,"2021-12-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110569"
"21.262.638/0001-70","2021-01-01",1,"ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A",23701,"FRE NOVO",104858,"2021-05-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104858"
"21.314.559/0001-66","2021-01-01",1,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",105659,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105659"
"21.314.559/0001-66","2021-01-01",2,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",106004,"2021-06-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106004"
"21.314.559/0001-66","2021-01-01",3,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",106415,"2021-07-12","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106415"
"21.314.559/0001-66","2021-01-01",4,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",107273,"2021-08-04","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107273"
"21.314.559/0001-66","2021-01-01",5,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",107920,"2021-08-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107920"
"21.314.559/0001-66","2021-01-01",6,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",108587,"2021-09-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108587"
"21.314.559/0001-66","2021-01-01",7,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",108751,"2021-09-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108751"
"21.314.559/0001-66","2021-01-01",8,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",110788,"2021-12-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110788"
"21.314.559/0001-66","2021-01-01",9,"MOVIDA PARTICIPACOES SA",23825,"FRE NOVO",110811,"2021-12-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110811"
"21.389.501/0001-81","2021-01-01",1,"COMPASS GÁS E ENERGIA S.A.",25127,"FRE NOVO",105400,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105400"
"21.389.501/0001-81","2021-01-01",2,"COMPASS GÁS E ENERGIA S.A.",25127,"FRE NOVO",106637,"2021-07-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106637"
"21.389.501/0001-81","2021-01-01",3,"COMPASS GÁS E ENERGIA S.A.",25127,"FRE NOVO",108393,"2021-08-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108393"
"21.389.501/0001-81","2021-01-01",4,"COMPASS GÁS E ENERGIA S.A.",25127,"FRE NOVO",108708,"2021-09-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108708"
"21.389.501/0001-81","2021-01-01",5,"COMPASS GÁS E ENERGIA S.A.",25127,"FRE NOVO",109676,"2021-11-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109676"
"21.414.457/0001-12","2021-01-01",1,"LEADS CIA. SECURITIZADORA",23558,"FRE NOVO",105214,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105214"
"21.414.457/0001-12","2021-01-01",2,"LEADS CIA. SECURITIZADORA",23558,"FRE NOVO",109345,"2021-11-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109345"
"21.610.416/0001-00","2021-01-01",1,"FORTUNATO SECURITIZADORA S/A",23566,"FRE NOVO",105037,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105037"
"21.948.105/0001-47","2021-01-01",1,"BTGI QUARTZO PARTICIPAÇÕES S/A",23850,"FRE NOVO",105489,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105489"
"21.976.484/0001-89","2021-01-01",1,"RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.",24538,"FRE NOVO",104862,"2021-05-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104862"
"21.976.510/0001-79","2021-01-01",1,"BTGI SAFIRA PARTICIPAÇÕES S/A",23841,"FRE NOVO",105492,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105492"
"22.163.297/0001-49","2021-01-01",1,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",105026,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105026"
"22.163.297/0001-49","2021-01-01",2,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",105950,"2021-06-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105950"
"22.163.297/0001-49","2021-01-01",3,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",106184,"2021-06-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106184"
"22.163.297/0001-49","2021-01-01",4,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",106504,"2021-07-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106504"
"22.163.297/0001-49","2021-01-01",5,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",109157,"2021-10-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109157"
"22.163.297/0001-49","2021-01-01",6,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",109463,"2021-11-05","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109463"
"22.163.297/0001-49","2021-01-01",7,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",109646,"2021-11-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109646"
"22.163.297/0001-49","2021-01-01",8,"CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE",24139,"FRE NOVO",110615,"2021-12-07","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110615"
"22.266.175/0001-88","2021-01-01",1,"FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL",20621,"FRE NOVO",105201,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105201"
"22.495.265/0001-40","2021-01-01",1,"SENECA COMPANHIA SECURITIZADORA",23698,"FRE NOVO",105159,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105159"
"22.543.331/0001-00","2021-01-01",1,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",100579,"2021-03-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100579"
"22.543.331/0001-00","2021-01-01",2,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",102663,"2021-04-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102663"
"22.543.331/0001-00","2021-01-01",3,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",103113,"2021-04-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103113"
"22.543.331/0001-00","2021-01-01",4,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",103152,"2021-04-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103152"
"22.543.331/0001-00","2021-01-01",5,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",105988,"2021-06-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105988"
"22.543.331/0001-00","2021-01-01",6,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",106292,"2021-07-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106292"
"22.543.331/0001-00","2021-01-01",7,"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.",23795,"FRE NOVO",110505,"2021-11-29","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110505"
"22.677.520/0001-76","2021-01-01",1,"CIA TECIDOS NORTE DE MINAS COTEMINAS",3158,"FRE NOVO",104770,"2021-05-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104770"
"23.096.269/0001-19","2021-01-01",1,"RIO PARANA ENERGIA S.A.",25623,"FRE NOVO",104832,"2021-05-25","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104832"
"23.096.269/0001-19","2021-01-01",2,"RIO PARANA ENERGIA S.A.",25623,"FRE NOVO",105956,"2021-06-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105956"
"23.096.269/0001-19","2021-01-01",3,"RIO PARANA ENERGIA S.A.",25623,"FRE NOVO",106235,"2021-06-30","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106235"
"23.096.269/0001-19","2021-01-01",4,"RIO PARANA ENERGIA S.A.",25623,"FRE NOVO",110839,"2021-12-20","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110839"
"23.236.821/0001-27","2021-01-01",1,"PATRIMAR ENGENHARIA S.A.",25305,"FRE NOVO",105482,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105482"
"23.373.000/0001-32","2021-01-01",1,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",105366,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105366"
"23.373.000/0001-32","2021-01-01",2,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",106052,"2021-06-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106052"
"23.373.000/0001-32","2021-01-01",3,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",108207,"2021-08-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108207"
"23.373.000/0001-32","2021-01-01",4,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",108374,"2021-08-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108374"
"23.373.000/0001-32","2021-01-01",5,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",108629,"2021-09-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108629"
"23.373.000/0001-32","2021-01-01",6,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",108747,"2021-09-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108747"
"23.373.000/0001-32","2021-01-01",7,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",108875,"2021-10-04","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108875"
"23.373.000/0001-32","2021-01-01",8,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",110808,"2021-12-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110808"
"23.373.000/0001-32","2021-01-01",9,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"FRE NOVO",110813,"2021-12-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110813"
"23.438.929/0001-00","2021-01-01",1,"TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.",25194,"FRE NOVO",105493,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105493"
"23.438.929/0001-00","2021-01-01",2,"TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.",25194,"FRE NOVO",106468,"2021-07-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106468"
"23.438.929/0001-00","2021-01-01",3,"TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.",25194,"FRE NOVO",109107,"2021-10-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109107"
"24.230.275/0001-80","2021-01-01",1,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",105470,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105470"
"24.230.275/0001-80","2021-01-01",2,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",106009,"2021-06-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106009"
"24.230.275/0001-80","2021-01-01",3,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",106725,"2021-07-27","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106725"
"24.230.275/0001-80","2021-01-01",4,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",106779,"2021-07-29","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106779"
"24.230.275/0001-80","2021-01-01",5,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",107481,"2021-08-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107481"
"24.230.275/0001-80","2021-01-01",6,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",109548,"2021-11-09","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109548"
"24.230.275/0001-80","2021-01-01",7,"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.",25070,"FRE NOVO",110981,"2021-12-27","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110981"
"24.241.659/0001-06","2021-12-31",1,"VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A",24309,"FRE NOVO",107941,"2021-08-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107941"
"24.396.489/0001-20","2021-01-01",1,"BRK AMBIENTAL PARTICIPAÇÕES S.A.",24830,"FRE NOVO",105571,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105571"
"24.396.489/0001-20","2021-01-01",2,"BRK AMBIENTAL PARTICIPAÇÕES S.A.",24830,"FRE NOVO",106386,"2021-07-08","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106386"
"24.396.489/0001-20","2021-01-01",3,"BRK AMBIENTAL PARTICIPAÇÕES S.A.",24830,"FRE NOVO",107348,"2021-08-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107348"
"24.396.489/0001-20","2021-01-01",4,"BRK AMBIENTAL PARTICIPAÇÕES S.A.",24830,"FRE NOVO",108661,"2021-09-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108661"
"24.410.913/0001-44","2021-01-01",1,"NU HOLDINGS LTD.",80209,"FRE NOVO",108498,"2021-09-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108498"
"24.410.913/0001-44","2021-01-01",2,"NU HOLDINGS LTD.",80209,"FRE NOVO",110651,"2021-12-09","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110651"
"24.624.490/0001-65","2021-01-01",1,"ARGO TRANSMISSÃO DE ENERGIA S/A",24210,"FRE NOVO",105454,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105454"
"24.624.551/0001-94","2021-01-01",1,"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A",24120,"FRE NOVO",105447,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105447"
